DR_NO,DATE,AREA,AREA_NAME,PREMISE_CODE,PREMISE_DESC,RPT DIST NO,PART 1-2,CRM CD,CRM CD DESC,NUM_CRIMES_DATE,NUM_CRIMES_AREA,NUM_CRIMES_AREA_NAME,NUM_CRIMES_TYPE,NUM_CRIMES_TYPE_DESC,NUM_CRIMES_DISTRICT,NUM_CRIMES_CODE,NUM_CRIMES_PREMISE,NUM_CRIMES_PREMISE_DESC,NUM_SIMILAR_VICTIM_DESCENT,NUM_GENDER_DIVERSITY,NUM_WEAPON_USED_IN_AREA,NUM_VICTIM_DESCENT_COMMON_IN_WEAPON,NUM_AREA_COMMON_FOR_VICTIM_DESCENT,IS_HIGH_CRIME_RATE_AREA,IS_VICTIM_FEMALE,IS_VICTIM_MALE,IS_CRIME_INVOLVING_MINOR,IS_CRIME_INVOLVING_ADULT,IS_CRIME_INVOLVING_SENIOR,IS_HIGH_NIGHT_CRIME_AREA,IS_HIGH_DAY_CRIME_AREA
200104977,1/14/2020,1,Central,102,SIDEWALK,135,2,625,OTHER ASSAULT,21,794,794,416,6,13,6,129,129,188,492,0,0,0,1,0,0,0,1,0,0,0
211715705,2/19/2020,17,Devonshire,501,SINGLE FAMILY DWELLING,1747,2,354,THEFT OF IDENTITY,1,6,6,416,33,1,33,70,70,188,492,0,1,0,0,0,0,0,1,0,0,0
200104982,1/13/2020,1,Central,101,STREET,195,2,860,BATTERY WITH SEXUAL CONTACT,19,794,794,416,19,19,19,215,215,304,640,0,1,0,1,0,0,0,1,0,0,0
201822046,12/12/2020,18,Southeast,501,SINGLE FAMILY DWELLING,1846,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,3,10,10,416,34,1,34,70,70,304,640,0,1,0,0,0,0,0,1,0,0,0
200104990,1/14/2020,1,Central,916,MTA - PURPLE LINE - CIVIC CENTER/GRAND PARK,132,2,624,BATTERY - SIMPLE ASSAULT,21,794,794,416,118,9,118,2,2,188,492,0,1,0,1,0,0,0,1,0,0,0
200104991,1/14/2020,1,Central,404,DEPARTMENT STORE,161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),21,794,794,584,50,20,50,35,35,71,932,0,1,0,1,0,0,1,0,0,0,0
200104992,1/12/2020,1,Central,101,STREET,164,1,210,ROBBERY,29,794,794,584,35,15,35,215,215,304,492,0,0,0,1,0,0,0,1,0,0,0
200104993,1/14/2020,1,Central,916,MTA - PURPLE LINE - CIVIC CENTER/GRAND PARK,132,2,624,BATTERY - SIMPLE ASSAULT,21,794,794,416,118,9,118,2,2,304,492,0,1,0,1,0,0,0,1,0,0,0
200104994,1/15/2020,1,Central,402,MARKET,162,1,210,ROBBERY,19,794,794,584,35,90,35,5,5,71,932,0,1,0,1,0,0,1,0,0,0,0
210619887,9/27/2020,6,Hollywood,501,SINGLE FAMILY DWELLING,678,2,354,THEFT OF IDENTITY,2,17,17,416,33,3,33,70,70,304,492,0,1,0,0,0,0,0,1,0,0,0
200104997,1/6/2020,1,Central,101,STREET,156,2,624,BATTERY - SIMPLE ASSAULT,35,794,794,416,118,23,118,215,215,188,640,0,0,0,1,0,0,0,1,0,0,0
202018863,12/27/2020,20,Olympic,102,SIDEWALK,2038,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,5,5,584,43,1,43,129,129,304,492,0,0,0,0,0,0,0,1,0,0,0
210619979,3/14/2020,6,Hollywood,101,STREET,639,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2,17,17,584,27,1,27,215,215,64,936,0,1,0,0,0,0,1,0,0,0,0
200105001,1/14/2020,1,Central,244,TOBACCO SHOP,164,1,761,BRANDISH WEAPON,21,794,794,584,14,15,14,2,2,83,492,0,0,0,1,0,0,0,1,0,0,0
200105005,1/15/2020,1,Central,101,STREET,152,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,19,794,794,416,34,45,34,215,215,83,640,0,0,0,1,0,0,0,1,0,0,0
200105006,1/14/2020,1,Central,101,STREET,191,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",21,794,794,416,53,4,53,215,215,71,932,0,1,0,1,0,0,1,0,0,0,0
200814436,9/23/2020,8,West LA,101,STREET,885,1,510,VEHICLE - STOLEN,1,21,21,584,51,1,51,215,215,64,936,0,1,0,0,0,0,1,0,0,0,0
200105008,1/14/2020,1,Central,901,MTA - RED LINE - CIVIC CENTER/GRAND PARK,132,1,440,THEFT PLAIN - PETTY ($950 & UNDER),21,794,794,584,75,9,75,3,3,83,492,0,1,0,1,0,0,1,0,0,0,0
200312841,6/17/2020,3,Southwest,101,STREET,363,1,510,VEHICLE - STOLEN,1,14,14,584,51,1,51,215,215,64,936,0,1,0,0,0,0,1,0,0,0,0
200105010,1/12/2020,1,Central,516,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,157,1,440,THEFT PLAIN - PETTY ($950 & UNDER),29,794,794,584,75,13,75,5,5,188,640,0,1,0,1,0,0,0,1,0,0,0
200510203,6/4/2020,5,Harbor,101,STREET,584,1,510,VEHICLE - STOLEN,2,19,19,584,51,1,51,215,215,64,936,0,1,0,0,0,0,1,0,0,0,0
200118692,9/30/2020,1,Central,101,STREET,185,1,210,ROBBERY,1,794,794,584,35,20,35,215,215,304,492,0,0,0,1,0,0,0,1,0,0,0
200406105,2/11/2020,4,Hollenbeck,101,STREET,479,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,16,16,584,43,2,43,215,215,304,492,0,1,0,0,0,0,0,1,0,0,0
200105014,1/9/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",163,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",18,794,794,416,53,15,53,108,108,231,492,0,1,0,1,0,0,0,1,0,0,0
200105015,1/8/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",156,2,354,THEFT OF IDENTITY,29,794,794,416,33,23,33,108,108,83,492,0,1,0,1,0,0,1,0,0,0,0
200105019,1/14/2020,1,Central,101,STREET,182,1,330,BURGLARY FROM VEHICLE,21,794,794,584,127,43,127,215,215,304,492,0,1,0,1,0,0,0,1,0,0,0
200105023,1/11/2020,1,Central,152,UNDERPASS/BRIDGE*,129,1,330,BURGLARY FROM VEHICLE,42,794,794,584,127,5,127,1,1,231,492,0,1,0,1,0,0,0,1,0,0,0
200105026,1/5/2020,1,Central,102,SIDEWALK,132,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",25,794,794,584,45,9,45,129,129,4,492,0,1,0,1,0,0,0,1,0,0,0
200105027,1/13/2020,1,Central,102,SIDEWALK,162,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",19,794,794,584,45,90,45,129,129,231,492,0,1,0,1,0,0,0,1,0,0,0
200105028,1/13/2020,1,Central,735,NIGHT CLUB (OPEN EVENINGS ONLY),171,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",19,794,794,584,45,14,45,13,13,304,640,0,1,0,1,0,0,0,1,0,0,0
200105029,1/12/2020,1,Central,727,SHOPPING MALL (COMMON AREA),111,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",29,794,794,584,45,48,45,2,2,5,640,0,1,0,1,0,0,0,1,0,0,0
200105030,1/7/2020,1,Central,212,TRANSPORTATION FACILITY (AIRPORT),182,1,330,BURGLARY FROM VEHICLE,22,794,794,584,127,43,127,1,1,83,492,0,1,0,1,0,0,0,1,0,0,0
200105033,1/14/2020,1,Central,108,PARKING LOT,182,1,330,BURGLARY FROM VEHICLE,21,794,794,584,127,43,127,74,74,83,492,0,1,0,1,0,0,0,1,0,0,0
200105035,1/2/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",139,1,440,THEFT PLAIN - PETTY ($950 & UNDER),32,794,794,584,75,7,75,108,108,83,640,0,1,0,1,0,0,0,1,0,0,0
200105036,1/9/2020,1,Central,101,STREET,112,2,860,BATTERY WITH SEXUAL CONTACT,18,794,794,416,19,2,19,215,215,231,640,0,1,0,1,0,0,0,1,0,0,0
200105041,1/10/2020,1,Central,102,SIDEWALK,182,1,350,"THEFT, PERSON",30,794,794,584,16,43,16,129,129,4,640,0,1,0,1,0,0,0,1,0,0,0
200105042,1/15/2020,1,Central,101,STREET,158,2,850,INDECENT EXPOSURE,19,794,794,416,1,15,1,215,215,188,492,0,1,0,1,0,0,0,1,0,0,0
200105047,1/15/2020,1,Central,109,PARK/PLAYGROUND,158,2,624,BATTERY - SIMPLE ASSAULT,19,794,794,416,118,15,118,3,3,231,492,0,1,0,1,0,0,0,1,0,0,0
200105051,1/16/2020,1,Central,101,STREET,162,1,210,ROBBERY,33,794,794,584,35,90,35,215,215,231,492,0,1,0,1,0,0,0,1,0,0,0
201115511,11/7/2020,11,Northeast,122,"VEHICLE, PASSENGER/TRUCK",1184,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",5,14,14,416,53,2,53,39,39,231,492,0,1,0,0,0,0,1,0,0,0,0
200105054,1/10/2020,1,Central,707,GARAGE/CARPORT,192,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),30,794,794,584,27,27,27,13,13,304,640,0,1,0,1,0,0,0,1,0,0,0
200105055,1/15/2020,1,Central,102,SIDEWALK,154,1,220,ATTEMPTED ROBBERY,19,794,794,584,9,19,9,129,129,188,492,0,0,0,1,0,0,0,1,0,0,0
200105056,1/2/2020,1,Central,101,STREET,195,1,330,BURGLARY FROM VEHICLE,32,794,794,584,127,19,127,215,215,304,492,0,1,0,1,0,0,0,1,0,0,0
200105057,1/15/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",182,1,761,BRANDISH WEAPON,19,794,794,584,14,43,14,108,108,188,492,0,0,0,1,0,0,0,1,0,0,0
221205529,1/1/2020,12,77th Street,501,SINGLE FAMILY DWELLING,1259,1,121,"RAPE, FORCIBLE",40,9,9,584,9,1,9,70,70,304,640,0,1,0,0,0,0,1,0,0,0,0
200117954,9/14/2020,1,Central,203,OTHER BUSINESS,163,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2,794,794,584,50,15,50,40,40,304,492,0,1,0,1,0,0,0,1,0,0,0
200105062,1/14/2020,1,Central,710,OTHER PREMISE,152,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,21,794,794,416,22,45,22,6,6,83,492,0,0,0,1,0,0,1,0,0,0,0
200105066,1/15/2020,1,Central,102,SIDEWALK,119,2,624,BATTERY - SIMPLE ASSAULT,19,794,794,416,118,40,118,129,129,188,640,0,1,0,1,0,0,0,1,0,0,0
200105067,1/15/2020,1,Central,404,DEPARTMENT STORE,161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),19,794,794,584,50,20,50,35,35,71,932,0,1,0,1,0,0,1,0,0,0,0
200105068,1/16/2020,1,Central,102,SIDEWALK,146,1,210,ROBBERY,33,794,794,584,35,6,35,129,129,188,492,0,1,0,1,0,0,0,0,1,0,0
200105069,1/14/2020,1,Central,101,STREET,192,1,330,BURGLARY FROM VEHICLE,21,794,794,584,127,27,127,215,215,71,932,0,1,0,1,0,0,1,0,0,0,0
211915756,7/17/2020,19,Mission,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1966,2,860,BATTERY WITH SEXUAL CONTACT,1,3,3,416,19,1,19,108,108,304,640,0,1,0,0,0,0,0,0,1,0,0
200911119,6/15/2020,9,Van Nuys,101,STREET,906,1,330,BURGLARY FROM VEHICLE,2,14,14,584,127,2,127,215,215,83,492,0,1,0,0,0,0,0,1,0,0,0
200105073,1/15/2020,1,Central,101,STREET,159,1,330,BURGLARY FROM VEHICLE,19,794,794,584,127,26,127,215,215,231,640,0,1,0,1,0,0,0,1,0,0,0
200105074,1/10/2020,1,Central,101,STREET,165,1,330,BURGLARY FROM VEHICLE,30,794,794,584,127,5,127,215,215,231,492,0,1,0,1,0,0,0,1,0,0,0
200105075,1/16/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",147,1,761,BRANDISH WEAPON,33,794,794,584,14,8,14,108,108,231,492,0,0,0,1,0,0,0,1,0,0,0
200105082,1/4/2020,1,Central,101,STREET,159,1,510,VEHICLE - STOLEN,29,794,794,584,51,26,51,215,215,64,936,0,1,0,1,0,0,1,0,0,0,0
200105087,1/15/2020,1,Central,404,DEPARTMENT STORE,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),19,794,794,584,50,90,50,35,35,188,492,0,1,0,1,0,0,0,1,0,0,0
200105088,1/15/2020,1,Central,405,CLOTHING STORE,185,2,860,BATTERY WITH SEXUAL CONTACT,19,794,794,416,19,20,19,3,3,304,640,0,1,0,1,0,0,0,1,0,0,0
200105090,1/10/2020,1,Central,102,SIDEWALK,164,1,330,BURGLARY FROM VEHICLE,30,794,794,584,127,15,127,129,129,231,640,0,1,0,1,0,0,0,1,0,0,0
200105092,1/16/2020,1,Central,602,BANK,152,1,220,ATTEMPTED ROBBERY,33,794,794,584,9,45,9,4,4,71,492,0,0,0,1,0,0,1,0,0,0,0
200105094,1/16/2020,1,Central,717,HEALTH SPA/GYM,161,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",33,794,794,584,45,20,45,2,2,4,492,0,1,0,1,0,0,0,0,1,0,0
200105095,1/16/2020,1,Central,101,STREET,111,1,510,VEHICLE - STOLEN,33,794,794,584,51,48,51,215,215,64,936,0,1,0,1,0,0,1,0,0,0,0
200217828,11/24/2020,2,Rampart,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",269,1,761,BRANDISH WEAPON,2,16,16,584,14,1,14,108,108,83,492,0,0,0,0,0,0,0,1,0,0,0
200105097,1/16/2020,1,Central,931,MTA - BLUE LINE - 7TH AND METRO CENTER,152,2,860,BATTERY WITH SEXUAL CONTACT,33,794,794,416,19,45,19,2,2,304,640,0,1,0,1,0,0,1,0,0,0,0
200105099,1/16/2020,1,Central,516,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,166,2,888,TRESPASSING,33,794,794,416,19,22,19,5,5,188,640,0,1,0,1,0,0,0,1,0,0,0
200105100,1/16/2020,1,Central,102,SIDEWALK,158,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),33,794,794,584,27,15,27,129,129,231,492,0,1,0,1,0,0,0,1,0,0,0
200105101,1/16/2020,1,Central,403,DRUG STORE,124,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),33,794,794,584,50,12,50,9,9,231,640,0,1,0,1,0,0,0,1,0,0,0
200317330,9/12/2020,3,Southwest,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",327,1,480,BIKE - STOLEN,1,14,14,584,21,1,21,108,108,83,492,0,1,0,0,0,0,0,1,0,0,0
200105103,1/13/2020,1,Central,101,STREET,111,1,440,THEFT PLAIN - PETTY ($950 & UNDER),19,794,794,584,75,48,75,215,215,45,640,0,1,0,1,0,0,0,1,0,0,0
200500577,3/10/2020,5,Harbor,501,SINGLE FAMILY DWELLING,503,2,888,TRESPASSING,1,19,19,416,19,1,19,70,70,45,492,0,1,0,0,0,0,0,1,0,0,0
200112245,5/27/2020,1,Central,508,FRAT HOUSE/SORORITY/DORMITORY,141,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2,794,794,584,75,3,75,1,1,188,492,0,1,0,1,0,0,0,1,0,0,0
201411997,4/10/2020,14,Pacific,501,SINGLE FAMILY DWELLING,1433,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2,6,6,416,11,1,11,70,70,71,932,0,1,0,0,0,0,1,0,0,0,0
200105108,1/16/2020,1,Central,108,PARKING LOT,135,1,330,BURGLARY FROM VEHICLE,33,794,794,584,127,13,127,74,74,45,492,0,1,0,1,0,0,0,1,0,0,0
200105152,1/17/2020,1,Central,900,MTA - RED LINE - UNION STATION,119,2,625,OTHER ASSAULT,36,794,794,416,6,40,6,7,7,304,492,0,0,0,1,0,0,0,1,0,0,0
200105154,1/17/2020,1,Central,503,HOTEL,154,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,36,794,794,416,34,19,34,7,7,83,640,0,1,0,1,0,0,0,1,0,0,0
201200943,10/11/2020,12,77th Street,501,SINGLE FAMILY DWELLING,1242,1,820,ORAL COPULATION,1,9,9,584,1,1,1,70,70,188,640,0,1,0,0,0,0,1,0,0,0,0
212017734,6/15/2020,20,Olympic,203,OTHER BUSINESS,2036,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",2,5,5,416,2,2,2,40,40,71,932,0,1,0,0,0,0,1,0,0,0,0
200105111,1/16/2020,1,Central,102,SIDEWALK,128,2,624,BATTERY - SIMPLE ASSAULT,33,794,794,416,118,8,118,129,129,83,640,0,1,0,1,0,0,0,1,0,0,0
200105113,1/16/2020,1,Central,406,OTHER STORE,138,2,624,BATTERY - SIMPLE ASSAULT,33,794,794,416,118,26,118,15,15,45,640,0,1,0,1,0,0,0,1,0,0,0
200105115,1/12/2020,1,Central,123,PARKING UNDERGROUND/BUILDING,174,1,480,BIKE - STOLEN,29,794,794,584,21,10,21,17,17,231,492,0,1,0,1,0,0,0,1,0,0,0
200513373,8/11/2020,5,Harbor,123,PARKING UNDERGROUND/BUILDING,564,1,310,BURGLARY,1,19,19,584,23,2,23,17,17,71,932,0,1,0,0,0,0,1,0,0,0,0
200105117,1/14/2020,1,Central,517,MISSIONS/SHELTERS,156,1,440,THEFT PLAIN - PETTY ($950 & UNDER),21,794,794,584,75,23,75,11,11,188,640,0,1,0,1,0,0,0,1,0,0,0
200105118,1/15/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",148,1,440,THEFT PLAIN - PETTY ($950 & UNDER),19,794,794,584,75,7,75,108,108,188,492,0,1,0,1,0,0,0,1,0,0,0
200105120,1/14/2020,1,Central,405,CLOTHING STORE,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),21,794,794,584,50,90,50,3,3,304,492,0,1,0,1,0,0,0,1,0,0,0
200105121,1/15/2020,1,Central,834,LA UNION STATION (NOT LINE SPECIFIC),119,1,440,THEFT PLAIN - PETTY ($950 & UNDER),19,794,794,584,75,40,75,17,17,231,640,0,1,0,1,0,0,0,0,1,0,0
221806331,4/10/2020,18,Southeast,801,MTA BUS,1802,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2,10,10,584,75,2,75,5,5,304,492,0,1,0,0,0,0,0,1,0,0,0
200105126,1/16/2020,1,Central,102,SIDEWALK,176,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,794,794,584,43,9,43,129,129,304,640,0,1,0,1,0,0,0,1,0,0,0
201817164,9/13/2020,18,Southeast,122,"VEHICLE, PASSENGER/TRUCK",1822,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1,10,10,416,34,3,34,39,39,188,640,0,1,0,0,0,0,0,1,0,0,0
201822146,12/14/2020,18,Southeast,501,SINGLE FAMILY DWELLING,1827,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2,10,10,416,34,1,34,70,70,304,492,0,0,0,0,0,0,0,1,0,0,0
200105131,1/16/2020,1,Central,404,DEPARTMENT STORE,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),33,794,794,584,50,90,50,35,35,304,640,0,1,0,1,0,0,1,0,0,0,0
200105132,1/17/2020,1,Central,102,SIDEWALK,153,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,36,794,794,416,34,33,34,129,129,231,640,0,1,0,1,0,0,0,1,0,0,0
200105133,1/16/2020,1,Central,108,PARKING LOT,182,1,330,BURGLARY FROM VEHICLE,33,794,794,584,127,43,127,74,74,231,492,0,1,0,1,0,0,0,1,0,0,0
200105134,1/15/2020,1,Central,101,STREET,145,1,330,BURGLARY FROM VEHICLE,19,794,794,584,127,6,127,215,215,304,492,0,1,0,1,0,0,0,1,0,0,0
200105135,1/16/2020,1,Central,101,STREET,119,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),33,794,794,416,27,40,27,215,215,188,492,0,1,0,1,0,0,0,1,0,0,0
200105139,1/16/2020,1,Central,504,OTHER RESIDENCE,111,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,33,794,794,416,1,48,1,3,3,304,640,0,1,0,1,0,0,0,0,1,0,0
200105140,1/16/2020,1,Central,900,MTA - RED LINE - UNION STATION,119,2,946,OTHER MISCELLANEOUS CRIME,33,794,794,416,14,40,14,7,7,71,932,0,1,0,1,0,0,1,0,0,0,0
200105142,1/16/2020,1,Central,121,YARD (RESIDENTIAL/BUSINESS),111,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),33,794,794,416,27,48,27,2,2,304,492,0,0,0,1,0,0,0,1,0,0,0
200105144,1/16/2020,1,Central,108,PARKING LOT,138,1,480,BIKE - STOLEN,33,794,794,584,21,26,21,74,74,231,492,0,1,0,1,0,0,0,0,1,0,0
200618244,11/19/2020,6,Hollywood,101,STREET,643,1,510,VEHICLE - STOLEN,2,17,17,584,51,1,51,215,215,64,936,0,1,0,0,0,0,1,0,0,0,0
200105148,1/15/2020,1,Central,101,STREET,111,1,440,THEFT PLAIN - PETTY ($950 & UNDER),19,794,794,584,75,48,75,215,215,304,640,0,1,0,1,0,0,0,0,1,0,0
200118182,9/18/2020,1,Central,102,SIDEWALK,139,1,330,BURGLARY FROM VEHICLE,2,794,794,584,127,7,127,129,129,231,640,0,0,0,1,0,0,0,1,0,0,0
211507896,11/7/2020,15,N Hollywood,501,SINGLE FAMILY DWELLING,1502,2,354,THEFT OF IDENTITY,5,2,2,416,33,1,33,70,70,304,492,0,1,0,0,0,0,0,1,0,0,0
200105151,1/10/2020,1,Central,503,HOTEL,154,2,664,"BUNCO, PETTY THEFT",30,794,794,416,2,19,2,7,7,188,640,0,1,0,1,0,0,0,1,0,0,0
200805831,1/30/2020,8,West LA,501,SINGLE FAMILY DWELLING,831,2,354,THEFT OF IDENTITY,4,21,21,416,33,1,33,70,70,231,640,0,1,0,0,0,0,0,1,0,0,0
200105157,1/10/2020,1,Central,101,STREET,176,1,330,BURGLARY FROM VEHICLE,30,794,794,584,127,9,127,215,215,231,640,0,1,0,1,0,0,0,1,0,0,0
200105158,1/16/2020,1,Central,738,LIBRARY,152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),33,794,794,584,75,45,75,7,7,231,640,0,1,0,1,0,0,0,1,0,0,0
200105159,1/16/2020,1,Central,733,BAR/SPORTS BAR (OPEN DAY & NIGHT),152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),33,794,794,584,75,45,75,3,3,71,932,0,1,0,1,0,0,1,0,0,0,0
200105164,1/17/2020,1,Central,122,"VEHICLE, PASSENGER/TRUCK",145,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",36,794,794,416,53,6,53,39,39,304,492,0,1,0,1,0,0,0,1,0,0,0
200105166,1/17/2020,1,Central,101,STREET,154,2,624,BATTERY - SIMPLE ASSAULT,36,794,794,416,118,19,118,215,215,304,492,0,1,0,1,0,0,0,1,0,0,0
200105176,1/17/2020,1,Central,404,DEPARTMENT STORE,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),36,794,794,584,50,90,50,35,35,188,492,0,1,0,1,0,0,0,1,0,0,0
200105184,1/17/2020,1,Central,102,SIDEWALK,182,2,624,BATTERY - SIMPLE ASSAULT,36,794,794,416,118,43,118,129,129,304,492,0,1,0,1,0,0,0,1,0,0,0
200105186,1/17/2020,1,Central,102,SIDEWALK,153,2,624,BATTERY - SIMPLE ASSAULT,36,794,794,416,118,33,118,129,129,304,640,0,1,0,1,0,0,0,1,0,0,0
200105187,1/17/2020,1,Central,406,OTHER STORE,153,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),36,794,794,584,50,33,50,15,15,304,492,0,1,0,1,0,0,0,1,0,0,0
200105188,1/14/2020,1,Central,401,MINI-MART,134,2,624,BATTERY - SIMPLE ASSAULT,21,794,794,416,118,10,118,3,3,231,492,0,0,0,1,0,0,0,1,0,0,0
200616504,10/9/2020,6,Hollywood,707,GARAGE/CARPORT,647,1,210,ROBBERY,1,17,17,584,35,2,35,13,13,188,640,0,0,0,0,0,0,0,1,0,0,0
200105191,1/17/2020,1,Central,108,PARKING LOT,152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,794,794,584,43,45,43,74,74,304,492,0,0,0,1,0,0,0,1,0,0,0
200105192,1/17/2020,1,Central,108,PARKING LOT,152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,794,794,584,43,45,43,74,74,83,492,0,0,0,1,0,0,0,1,0,0,0
200105193,1/17/2020,1,Central,122,"VEHICLE, PASSENGER/TRUCK",152,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",36,794,794,416,53,45,53,39,39,188,492,0,1,0,1,0,0,0,1,0,0,0
200105194,1/17/2020,1,Central,108,PARKING LOT,171,1,210,ROBBERY,36,794,794,584,35,14,35,74,74,231,492,0,0,0,1,0,0,0,1,0,0,0
201821930,12/10/2020,18,Southeast,501,SINGLE FAMILY DWELLING,1802,1,121,"RAPE, FORCIBLE",1,10,10,584,9,2,9,70,70,188,640,0,1,0,0,0,0,0,1,0,0,0
200317549,9/19/2020,3,Southwest,108,PARKING LOT,398,1,510,VEHICLE - STOLEN,2,14,14,584,51,2,51,74,74,64,936,0,1,0,0,0,0,1,0,0,0,0
200105200,1/17/2020,1,Central,101,STREET,185,1,510,VEHICLE - STOLEN,36,794,794,584,51,20,51,215,215,64,936,0,1,0,1,0,0,1,0,0,0,0
200105201,1/17/2020,1,Central,101,STREET,166,2,624,BATTERY - SIMPLE ASSAULT,36,794,794,416,118,22,118,215,215,231,492,0,1,0,1,0,0,0,1,0,0,0
200105202,1/17/2020,1,Central,102,SIDEWALK,156,2,920,KIDNAPPING - GRAND ATTEMPT,36,794,794,416,1,23,1,129,129,304,640,0,1,0,1,0,0,0,1,0,0,0
200717189,12/13/2020,7,Wilshire,102,SIDEWALK,765,1,330,BURGLARY FROM VEHICLE,1,11,11,584,127,1,127,129,129,188,640,0,1,0,0,0,0,0,1,0,0,0
200105204,1/15/2020,1,Central,122,"VEHICLE, PASSENGER/TRUCK",162,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",19,794,794,416,53,90,53,39,39,188,492,0,1,0,1,0,0,0,1,0,0,0
200105205,1/17/2020,1,Central,108,PARKING LOT,162,1,330,BURGLARY FROM VEHICLE,36,794,794,584,127,90,127,74,74,45,492,0,1,0,1,0,0,0,1,0,0,0
200817626,12/16/2020,8,West LA,101,STREET,855,1,510,VEHICLE - STOLEN,2,21,21,584,51,2,51,215,215,64,936,0,1,0,0,0,0,1,0,0,0,0
200204372,1/8/2020,2,Rampart,101,STREET,221,1,510,VEHICLE - STOLEN,29,16,16,584,51,1,51,215,215,64,936,0,1,0,0,0,0,1,0,0,0,0
200105206,1/16/2020,1,Central,210,RESTAURANT/FAST FOOD,135,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",33,794,794,416,53,13,53,15,15,304,492,0,1,0,1,0,0,0,1,0,0,0
